probe_id	gene_symbol	gene_name	go_ids
A0A7M7L0A0	A0A7M7L0A0	A0A7M7L0A0	GO:0005739|GO:0006869|GO:0008289|GO:0016020|GO:0044233|GO:0046872|GO:0051560|GO:1990456
A0A7M7L0B2	A0A7M7L0B2	A0A7M7L0B2	GO:0007155|GO:0016020|GO:0042802|GO:0048812
A0A7M7L0B5	A0A7M7L0B5	A0A7M7L0B5	GO:0005829|GO:0051059|GO:0071356
A0A7M7L0C4	A0A7M7L0C4	A0A7M7L0C4	GO:0007155|GO:0016020|GO:0042802|GO:0048812
A0A7M7L0D6	A0A7M7L0D6	A0A7M7L0D6	GO:0005886|GO:0015276|GO:0050906
A0A7M7L0E0	A0A7M7L0E0	A0A7M7L0E0	GO:0005886|GO:0007156|GO:0007411|GO:0030424|GO:0042802|GO:0070593|GO:0098632
A0A7M7L0E6	A0A7M7L0E6	A0A7M7L0E6	GO:0005737|GO:0005912|GO:0014069|GO:0016323|GO:0019901|GO:0030154|GO:0043113|GO:0045197|GO:0045211|GO:0098609|GO:0098887|GO:0098968
A0A7M7L0F3	A0A7M7L0F3	A0A7M7L0F3	GO:0007155|GO:0016020|GO:0042802|GO:0048812
A0A7M7L0F8	A0A7M7L0F8	A0A7M7L0F8	GO:0004364|GO:0004602|GO:0006749
A0A7M7L0G2	A0A7M7L0G2	A0A7M7L0G2	GO:0000813|GO:0043328|GO:0044877
A0A7M7L0G6	A0A7M7L0G6	A0A7M7L0G6	GO:0005886|GO:0007156|GO:0007411|GO:0030424|GO:0042802|GO:0070593|GO:0098632
A0A7M7L0H3	A0A7M7L0H3	A0A7M7L0H3	GO:0005737|GO:0005912|GO:0014069|GO:0016323|GO:0019901|GO:0030154|GO:0043113|GO:0045197|GO:0045211|GO:0098609|GO:0098887|GO:0098968
A0A7M7L0H6	A0A7M7L0H6	A0A7M7L0H6	GO:0005886|GO:0007156|GO:0007411|GO:0030424|GO:0042802|GO:0070593|GO:0098632
A0A7M7L0H9	A0A7M7L0H9	A0A7M7L0H9	GO:0005509|GO:0005576|GO:0005634|GO:0008270|GO:0030414
A0A7M7L0I7	A0A7M7L0I7	A0A7M7L0I7	GO:0003677|GO:0005634|GO:0008270|GO:0030674|GO:0045892|GO:0048598
A0A7M7L0I8	A0A7M7L0I8	A0A7M7L0I8	GO:0005856|GO:0030036|GO:0051015
A0A7M7L0J4	A0A7M7L0J4	A0A7M7L0J4	GO:0005516|GO:0033192|GO:0046872|GO:0097720
A0A7M7L0K4	A0A7M7L0K4	A0A7M7L0K4	GO:0002224|GO:0005886|GO:0038023
A0A7M7L0L5	A0A7M7L0L5	A0A7M7L0L5	GO:0003743|GO:0005085|GO:0005829|GO:0005851
A0A7M7L0M0	A0A7M7L0M0	A0A7M7L0M0	GO:0014069|GO:0030160|GO:0035255|GO:0043197|GO:0045211
A0A7M7L0M6	A0A7M7L0M6	A0A7M7L0M6	GO:0000014|GO:0000729|GO:0000793|GO:0003690|GO:0003697|GO:0005634|GO:0006303|GO:0015074|GO:0031297|GO:0035861|GO:0042800|GO:0044547|GO:0044774|GO:0046975
A0A7M7L0M9	A0A7M7L0M9	A0A7M7L0M9	GO:0004143|GO:0005524|GO:0007200|GO:0016020|GO:0046872
A0A7M7L0N1	A0A7M7L0N1	A0A7M7L0N1	GO:0003723|GO:0005634|GO:0005737|GO:0006397|GO:1990904
A0A7M7L0N2	A0A7M7L0N2	A0A7M7L0N2	GO:0005737|GO:0005912|GO:0014069|GO:0016323|GO:0019901|GO:0030154|GO:0043113|GO:0045197|GO:0045211|GO:0098609|GO:0098887|GO:0098968
A0A7M7L0N8	A0A7M7L0N8	A0A7M7L0N8	GO:0004601|GO:0005576|GO:0006979|GO:0020037|GO:0022412|GO:0046872
A0A7M7L0P0	A0A7M7L0P0	A0A7M7L0P0	GO:0004725|GO:0009653|GO:0016020|GO:0048666
A0A7M7L0P8	A0A7M7L0P8	A0A7M7L0P8	GO:0005262|GO:0005886|GO:0034703|GO:0098703
A0A7M7L0Q1	A0A7M7L0Q1	A0A7M7L0Q1	GO:0003723|GO:0005634|GO:0005737|GO:0006397|GO:1990904
A0A7M7L0Q4	A0A7M7L0Q4	A0A7M7L0Q4	GO:0003677|GO:0003755|GO:0005730|GO:0005819|GO:0006364
A0A7M7L0Q7	A0A7M7L0Q7	A0A7M7L0Q7	GO:0003006|GO:0005634|GO:0006357|GO:0008270|GO:0048513|GO:0048666
A0A7M7L0R4	A0A7M7L0R4	A0A7M7L0R4	GO:0005634|GO:0005737|GO:0009408|GO:0042026|GO:0051082
A0A7M7L0R5	A0A7M7L0R5	A0A7M7L0R5	GO:0006325|GO:0006357|GO:0008270|GO:0035098
A0A7M7L0R8	A0A7M7L0R8	A0A7M7L0R8	GO:0004768|GO:0005506|GO:0005789|GO:0006636
A0A7M7L0R9	A0A7M7L0R9	A0A7M7L0R9	GO:0005739|GO:0006631|GO:0016836
A0A7M7L0S5	A0A7M7L0S5	A0A7M7L0S5	GO:0004984|GO:0005549|GO:0005886|GO:0007165
A0A7M7L0T1	A0A7M7L0T1	A0A7M7L0T1	GO:0003723|GO:0005634|GO:0005737|GO:0006397|GO:1990904
A0A7M7L0T4	A0A7M7L0T4	A0A7M7L0T4	GO:0005516|GO:0030431|GO:0033192|GO:0046872|GO:0097720
A0A7M7L0U0	A0A7M7L0U0	A0A7M7L0U0	GO:0005905|GO:0006886|GO:0030121|GO:0035615
A0A7M7L0U3	A0A7M7L0U3	A0A7M7L0U3	GO:0015279|GO:0030425|GO:0033583|GO:0034703|GO:0050877|GO:0051480|GO:0070679
A0A7M7L0U4	A0A7M7L0U4	A0A7M7L0U4	GO:0004965|GO:0007214|GO:0038039|GO:0045211
A0A7M7L0U7	A0A7M7L0U7	A0A7M7L0U7	GO:0000977|GO:0000981|GO:0005634|GO:0008270|GO:0030182
A0A7M7L0V2	A0A7M7L0V2	A0A7M7L0V2	GO:0002009|GO:0004715|GO:0005524
A0A7M7L0V5	A0A7M7L0V5	A0A7M7L0V5	GO:0000977|GO:0000981|GO:0005634|GO:0042127
A0A7M7L0V6	A0A7M7L0V6	A0A7M7L0V6	GO:0004984|GO:0005549|GO:0005886|GO:0007165
A0A7M7L0W3	A0A7M7L0W3	A0A7M7L0W3	GO:0003755|GO:0005739|GO:0006457|GO:0016018
A0A7M7L0W6	A0A7M7L0W6	A0A7M7L0W6	GO:0003723|GO:0005634|GO:0005737|GO:0006397|GO:1990904
A0A7M7L0Z5	A0A7M7L0Z5	A0A7M7L0Z5	GO:0005524|GO:0005634|GO:0005876|GO:0007018|GO:0008017|GO:0008574|GO:0051231|GO:0072686|GO:0090307
A0A7M7L102	A0A7M7L102	A0A7M7L102	GO:0005509|GO:0005886|GO:0007156|GO:0007163|GO:0009887|GO:0048729|GO:0048731|GO:0060429
A0A7M7L104	A0A7M7L104	A0A7M7L104	GO:0000977|GO:0000981|GO:0005634|GO:0042127
A0A7M7L111	A0A7M7L111	A0A7M7L111	GO:0003779|GO:0005198|GO:0005509|GO:0005737|GO:0005882|GO:0005886|GO:0008017|GO:0030056|GO:0031122|GO:0042060|GO:0045104
A0A7M7L114	A0A7M7L114	A0A7M7L114	GO:0005509|GO:0005886|GO:0006897|GO:0043235
A0A7M7L118	A0A7M7L118	A0A7M7L118	GO:0000785|GO:0000978|GO:0000981|GO:0003682|GO:0005667|GO:0008270|GO:0031519|GO:0040029
A0A7M7L120	A0A7M7L120	A0A7M7L120	GO:0003779|GO:0005198|GO:0005509|GO:0005737|GO:0005882|GO:0005886|GO:0008017|GO:0030056|GO:0031122|GO:0042060|GO:0045104
A0A7M7L132	A0A7M7L132	A0A7M7L132	GO:0003779|GO:0005198|GO:0005509|GO:0005737|GO:0005882|GO:0005886|GO:0008017|GO:0030056|GO:0031122|GO:0042060|GO:0045104
A0A7M7L140	A0A7M7L140	A0A7M7L140	GO:0005905|GO:0006886|GO:0030121|GO:0035615
A0A7M7L149	A0A7M7L149	A0A7M7L149	GO:0005886|GO:0007156|GO:0007411|GO:0030424|GO:0042802|GO:0070593|GO:0098632
A0A7M7L163	A0A7M7L163	A0A7M7L163	GO:0003779|GO:0005198|GO:0005509|GO:0005737|GO:0005882|GO:0005886|GO:0008017|GO:0030056|GO:0031122|GO:0042060|GO:0045104
A0A7M7L164	A0A7M7L164	A0A7M7L164	GO:0005886|GO:0015276|GO:0050906
A0A7M7L173	A0A7M7L173	A0A7M7L173	GO:0004768|GO:0005506|GO:0005789|GO:0006636
A0A7M7L175	A0A7M7L175	A0A7M7L175	GO:0001736|GO:0005509|GO:0007156|GO:0007163|GO:0008013|GO:0016342|GO:0016477|GO:0030154|GO:0045296|GO:0048513|GO:0048589|GO:0048731
A0A7M7L179	A0A7M7L179	A0A7M7L179	GO:0004252|GO:0005576|GO:0006508|GO:0008061|GO:0016020
A0A7M7L180	A0A7M7L180	A0A7M7L180	GO:0003779|GO:0005198|GO:0005509|GO:0005737|GO:0005882|GO:0005886|GO:0008017|GO:0030056|GO:0031122|GO:0042060|GO:0045104
A0A7M7L181	A0A7M7L181	A0A7M7L181	GO:0008137|GO:0016020|GO:0016651|GO:0042773|GO:0046872|GO:0051539
A0A7M7L188	A0A7M7L188	A0A7M7L188	GO:0005198|GO:0005509|GO:0005737|GO:0005882|GO:0005886|GO:0008017|GO:0030056|GO:0031122|GO:0042060|GO:0045104
A0A7M7L191	A0A7M7L191	A0A7M7L191	GO:0007155|GO:0016020|GO:0042802|GO:0048812
A0A7M7L194	A0A7M7L194	A0A7M7L194	GO:0000139|GO:0005789|GO:0005886|GO:0006686|GO:0033188|GO:0046513|GO:0047493
A0A7M7L199	A0A7M7L199	A0A7M7L199	GO:0005283|GO:0005886|GO:0015179|GO:0015187|GO:0046872|GO:0089718
A0A7M7L1A8	A0A7M7L1A8	A0A7M7L1A8	GO:0003779|GO:0005634|GO:0015629|GO:0030018|GO:0032233
A0A7M7L1B7	A0A7M7L1B7	A0A7M7L1B7	GO:0003779|GO:0005198|GO:0005509|GO:0005737|GO:0005882|GO:0005886|GO:0008017|GO:0030056|GO:0031122|GO:0042060|GO:0045104
A0A7M7L1C1	A0A7M7L1C1	A0A7M7L1C1	GO:0005886|GO:0007156|GO:0007411|GO:0030424|GO:0042802|GO:0070593|GO:0098632
A0A7M7L1C3	A0A7M7L1C3	A0A7M7L1C3	GO:0005219|GO:0005790|GO:0006874|GO:0006941|GO:0014808|GO:0030018|GO:0033017|GO:0034704|GO:0042383
A0A7M7L1C7	A0A7M7L1C7	A0A7M7L1C7	GO:0003779|GO:0005198|GO:0005509|GO:0005737|GO:0005882|GO:0005886|GO:0008017|GO:0030056|GO:0031122|GO:0042060|GO:0045104
A0A7M7L1C9	A0A7M7L1C9	A0A7M7L1C9	GO:0005886|GO:0007156|GO:0007411|GO:0030424|GO:0045467|GO:0070593|GO:0098632
A0A7M7L1D0	A0A7M7L1D0	A0A7M7L1D0	GO:0004768|GO:0005506|GO:0005789|GO:0006636
A0A7M7L1D2	A0A7M7L1D2	A0A7M7L1D2	GO:0005886|GO:0007156|GO:0007411|GO:0030424|GO:0042802|GO:0070593|GO:0098632
A0A7M7L1D4	A0A7M7L1D4	A0A7M7L1D4	GO:0004984|GO:0005549|GO:0005886|GO:0007165
A0A7M7L1E3	A0A7M7L1E3	A0A7M7L1E3	GO:0003779|GO:0005198|GO:0005509|GO:0005737|GO:0005882|GO:0005886|GO:0008017|GO:0030056|GO:0031122|GO:0042060|GO:0045104
A0A7M7L1E6	A0A7M7L1E6	A0A7M7L1E6	GO:0004500|GO:0005507|GO:0005615|GO:0006589|GO:0030667|GO:0042420|GO:0042421
A0A7M7L1E9	A0A7M7L1E9	A0A7M7L1E9	GO:0004181|GO:0005615|GO:0006518|GO:0008270|GO:0016485
A0A7M7L1F6	A0A7M7L1F6	A0A7M7L1F6	GO:0005856|GO:0043130|GO:0043161
A0A7M7L1F8	A0A7M7L1F8	A0A7M7L1F8	GO:0003002|GO:0003008|GO:0005509|GO:0007219|GO:0009653|GO:0016020|GO:0030154|GO:0048732|GO:0051240|GO:0051241
A0A7M7L1F9	A0A7M7L1F9	A0A7M7L1F9	GO:0003774|GO:0005524|GO:0016460|GO:0030017|GO:0031032|GO:0032982|GO:0051015
A0A7M7L1G5	A0A7M7L1G5	A0A7M7L1G5	GO:0003723|GO:0004143|GO:0005524|GO:0007200|GO:0008270|GO:0016020
A0A7M7L1G9	A0A7M7L1G9	A0A7M7L1G9	GO:0015276|GO:0038023|GO:0042734|GO:0045211
A0A7M7L1H2	A0A7M7L1H2	A0A7M7L1H2	GO:0004497|GO:0005506|GO:0016705|GO:0020037
A0A7M7L1H3	A0A7M7L1H3	A0A7M7L1H3	GO:0005829|GO:0008360|GO:0016477|GO:0030866|GO:0031267|GO:0051015
A0A7M7L1H4	A0A7M7L1H4	A0A7M7L1H4	GO:0008250
A0A7M7L1H8	A0A7M7L1H8	A0A7M7L1H8	GO:0003677|GO:0005634|GO:0006298|GO:0006310|GO:0017108|GO:0035312|GO:0046872
A0A7M7L1I6	A0A7M7L1I6	A0A7M7L1I6	GO:0004725|GO:0009653|GO:0016020|GO:0048666
A0A7M7L1I7	A0A7M7L1I7	A0A7M7L1I7	GO:0004768|GO:0005506|GO:0005789|GO:0006636
A0A7M7L1J3	A0A7M7L1J3	A0A7M7L1J3	GO:0005886|GO:0007156|GO:0007411|GO:0030424|GO:0045467|GO:0070593|GO:0098632
A0A7M7L1J6	A0A7M7L1J6	A0A7M7L1J6	GO:0003677|GO:0003682|GO:0005634|GO:0008270|GO:0031507|GO:0042393|GO:0045892
A0A7M7L1J7	A0A7M7L1J7	A0A7M7L1J7	GO:0003723|GO:0005634|GO:0005737|GO:0006397|GO:1990904
A0A7M7L1K3	A0A7M7L1K3	A0A7M7L1K3	GO:0005783|GO:0006004|GO:0007219|GO:0046922
A0A7M7L1K5	A0A7M7L1K5	A0A7M7L1K5	GO:0000139|GO:0005462|GO:0005464|GO:0005789
A0A7M7L1K7	A0A7M7L1K7	A0A7M7L1K7	GO:0004984|GO:0005549|GO:0005886|GO:0007165
A0A7M7L1M9	A0A7M7L1M9	A0A7M7L1M9	GO:0005789|GO:0034975
A0A7M7L1N0	A0A7M7L1N0	A0A7M7L1N0	GO:0004984|GO:0005549|GO:0005886|GO:0007165
A0A7M7L1N1	A0A7M7L1N1	A0A7M7L1N1	GO:0004497|GO:0005506|GO:0016705|GO:0020037
A0A7M7L1N9	A0A7M7L1N9	A0A7M7L1N9	GO:0004601|GO:0006979
A0A7M7L1P1	A0A7M7L1P1	A0A7M7L1P1	GO:0003723|GO:0005634|GO:0005737|GO:0006397|GO:1990904
A0A7M7L1P4	A0A7M7L1P4	A0A7M7L1P4	GO:0005737|GO:0008108|GO:0008270|GO:0033499
A0A7M7L1P8	A0A7M7L1P8	A0A7M7L1P8	GO:0005886|GO:0007156|GO:0007411|GO:0030424|GO:0045467|GO:0070593|GO:0098632
A0A7M7L1P9	A0A7M7L1P9	A0A7M7L1P9	GO:0000977|GO:0000981|GO:0005634|GO:0008270|GO:0030182
A0A7M7L1Q1	A0A7M7L1Q1	A0A7M7L1Q1	GO:0000987|GO:0001654|GO:0005634|GO:0006355|GO:0009887|GO:0048646|GO:0048663
A0A7M7L1Q8	A0A7M7L1Q8	A0A7M7L1Q8	GO:0005886|GO:0007156|GO:0007411|GO:0030424|GO:0045467|GO:0070593|GO:0098632
A0A7M7L1R1	A0A7M7L1R1	A0A7M7L1R1	GO:0004656|GO:0005506|GO:0005788|GO:0031418
A0A7M7L1R5	A0A7M7L1R5	A0A7M7L1R5	GO:0005164|GO:0005778|GO:0006513|GO:0008270|GO:0016235|GO:0031625|GO:0051865|GO:0061630|GO:0070842
A0A7M7L1R7	A0A7M7L1R7	A0A7M7L1R7	GO:0000139|GO:0004571|GO:0004984|GO:0005509|GO:0005549|GO:0005783|GO:0005975|GO:0007165
A0A7M7L1S1	A0A7M7L1S1	A0A7M7L1S1	GO:0005737|GO:0005912|GO:0014069|GO:0016323|GO:0019901|GO:0030154|GO:0043113|GO:0045197|GO:0045211|GO:0098609|GO:0098887|GO:0098968
A0A7M7L1S9	A0A7M7L1S9	A0A7M7L1S9	GO:0004622|GO:0005789|GO:0008081|GO:0046475
A0A7M7L1T2	A0A7M7L1T2	A0A7M7L1T2	GO:0003723|GO:0003743|GO:0003746|GO:0005737|GO:0043022|GO:0045901|GO:0045905
A0A7M7L1T3	A0A7M7L1T3	A0A7M7L1T3	GO:0000209|GO:0005829|GO:0006511|GO:0009966|GO:0043066|GO:0061630
A0A7M7L1U1	A0A7M7L1U1	A0A7M7L1U1	GO:0005509|GO:0005576|GO:0006898|GO:0016324|GO:0042562|GO:0043235
A0A7M7L1U6	A0A7M7L1U6	A0A7M7L1U6	GO:0003779|GO:0005198|GO:0005856|GO:0005886|GO:0005912|GO:0009887|GO:0016028|GO:0030182|GO:0031032
A0A7M7L1U9	A0A7M7L1U9	A0A7M7L1U9	GO:0005886|GO:0032217
A0A7M7L1W1	A0A7M7L1W1	A0A7M7L1W1	GO:0004843|GO:0005634|GO:0005829|GO:0006508|GO:0008270|GO:0016579
A0A7M7L1W9	A0A7M7L1W9	A0A7M7L1W9	GO:0000226|GO:0005524|GO:0015631|GO:0036064|GO:0070740
A0A7M7L1X5	A0A7M7L1X5	A0A7M7L1X5	GO:0005634|GO:0005737|GO:0006511|GO:0019773
A0A7M7L1Y4	A0A7M7L1Y4	A0A7M7L1Y4	GO:0003677|GO:0005634|GO:0005694
A0A7M7L1Z1	A0A7M7L1Z1	A0A7M7L1Z1	GO:0005576|GO:0030198
A0A7M7L203	A0A7M7L203	A0A7M7L203	GO:0000122|GO:0003682|GO:0003713|GO:0003714|GO:0008270|GO:0016581|GO:0042826|GO:0043565
A0A7M7L211	A0A7M7L211	A0A7M7L211	GO:0005509|GO:0006898|GO:0016324|GO:0042562|GO:0043235
A0A7M7L225	A0A7M7L225	A0A7M7L225	GO:0003677|GO:0003700|GO:0005634|GO:0006357
A0A7M7L240	A0A7M7L240	A0A7M7L240	GO:0003677|GO:0005634|GO:0006355|GO:0008170|GO:0008270|GO:0008276|GO:0008757
A0A7M7L243	A0A7M7L243	A0A7M7L243	GO:0015276|GO:0038023|GO:0045211
A0A7M7L244	A0A7M7L244	A0A7M7L244	GO:0000987|GO:0001654|GO:0005634|GO:0006355|GO:0009887|GO:0048646
A0A7M7L248	A0A7M7L248	A0A7M7L248	GO:0000145|GO:0006887|GO:0006893
A0A7M7L252	A0A7M7L252	A0A7M7L252	GO:0000027|GO:0000463|GO:0005730|GO:0019843
A0A7M7L255	A0A7M7L255	A0A7M7L255	GO:0005509|GO:0005576|GO:0005634|GO:0008270|GO:0030414
A0A7M7L257	A0A7M7L257	A0A7M7L257	GO:0005509|GO:0005576|GO:0005886|GO:0006897|GO:0043235
A0A7M7L269	A0A7M7L269	A0A7M7L269	GO:0003677|GO:0003689|GO:0005524|GO:0005634|GO:0005663|GO:0006260|GO:0006281|GO:0016887
A0A7M7L273	A0A7M7L273	A0A7M7L273	GO:0000978|GO:0000981|GO:0005634|GO:0046983
A0A7M7L284	A0A7M7L284	A0A7M7L284	GO:0005886
A0A7M7L290	A0A7M7L290	A0A7M7L290	GO:0000981|GO:0000987|GO:0001654|GO:0005634|GO:0009887|GO:0042659|GO:0048646
A0A7M7L2A0	A0A7M7L2A0	A0A7M7L2A0	GO:0005739|GO:0008203|GO:0016491
A0A7M7L2B3	A0A7M7L2B3	A0A7M7L2B3	GO:0030672|GO:0031594
A0A7M7L2C1	A0A7M7L2C1	A0A7M7L2C1	GO:0003755|GO:0005737|GO:0032790|GO:0046872|GO:0070481|GO:0070651|GO:0070966|GO:0071025
A0A7M7L2C4	A0A7M7L2C4	A0A7M7L2C4	GO:0005509|GO:0005604|GO:0005886|GO:0007160|GO:0017147|GO:0042813|GO:0060070
A0A7M7L2C9	A0A7M7L2C9	A0A7M7L2C9	GO:0005886|GO:0007165|GO:0007635|GO:0008049|GO:0030424|GO:0030425|GO:0043025|GO:0050909
A0A7M7L2D0	A0A7M7L2D0	A0A7M7L2D0	GO:0000159|GO:0003755|GO:0005634|GO:0005737|GO:0007052|GO:0008160
A0A7M7L2D1	A0A7M7L2D1	A0A7M7L2D1	GO:0004385|GO:0005524|GO:0005829
A0A7M7L2D6	A0A7M7L2D6	A0A7M7L2D6	GO:0005576|GO:0005886|GO:0009986|GO:0016477|GO:0090263|GO:0098552|GO:1905475
A0A7M7L2D7	A0A7M7L2D7	A0A7M7L2D7	GO:0005886|GO:0006751|GO:0036374
A0A7M7L2E3	A0A7M7L2E3	A0A7M7L2E3	GO:0007155|GO:0016020|GO:0042802|GO:0048812
A0A7M7L2E4	A0A7M7L2E4	A0A7M7L2E4	GO:0000287|GO:0004674|GO:0005524|GO:0035556
A0A7M7L2E8	A0A7M7L2E8	A0A7M7L2E8	GO:0003677|GO:0003700|GO:0005634|GO:0006357
A0A7M7L2F3	A0A7M7L2F3	A0A7M7L2F3	GO:0005432|GO:0005516|GO:0007154|GO:0030424|GO:0042383|GO:0046872|GO:0098703|GO:0098794
A0A7M7L2F5	A0A7M7L2F5	A0A7M7L2F5	GO:0005886|GO:0007156|GO:0007411|GO:0030424|GO:0042802|GO:0070593|GO:0098632
A0A7M7L2G2	A0A7M7L2G2	A0A7M7L2G2	GO:0005634|GO:0005814|GO:0005874|GO:0008017|GO:0046600
A0A7M7L2G9	A0A7M7L2G9	A0A7M7L2G9	GO:0000122|GO:0003714|GO:0005654|GO:0005730|GO:0030690|GO:0030691|GO:0042273|GO:0042393
A0A7M7L2H5	A0A7M7L2H5	A0A7M7L2H5	GO:0007155|GO:0016020|GO:0042802|GO:0048812
A0A7M7L2I4	A0A7M7L2I4	A0A7M7L2I4	GO:0003779|GO:0005198|GO:0005509|GO:0005737|GO:0005882|GO:0005886|GO:0008017|GO:0030056|GO:0031122|GO:0042060|GO:0045104
A0A7M7L2I5	A0A7M7L2I5	A0A7M7L2I5	GO:0005886|GO:0007156|GO:0007411|GO:0030424|GO:0042802|GO:0070593|GO:0098632
A0A7M7L2I9	A0A7M7L2I9	A0A7M7L2I9	GO:0005634|GO:0005938|GO:0031122|GO:0035371|GO:0051010
A0A7M7L2J2	A0A7M7L2J2	A0A7M7L2J2	GO:0007155|GO:0016020|GO:0042802|GO:0048812
A0A7M7L2K1	A0A7M7L2K1	A0A7M7L2K1	GO:0004177|GO:0006508
A0A7M7L2K2	A0A7M7L2K2	A0A7M7L2K2	GO:0000118|GO:0003677|GO:0003712|GO:0006355|GO:0008270
A0A7M7L2K5	A0A7M7L2K5	A0A7M7L2K5	GO:0005375|GO:0016020
A0A7M7L2L2	A0A7M7L2L2	A0A7M7L2L2	GO:0008467
A0A7M7L2L3	A0A7M7L2L3	A0A7M7L2L3	GO:0000978|GO:0000981|GO:0005634|GO:0008270
A0A7M7L2M0	A0A7M7L2M0	A0A7M7L2M0	GO:0004697|GO:0005524|GO:0007611|GO:0008270
A0A7M7L2M1	A0A7M7L2M1	A0A7M7L2M1	GO:0003779|GO:0005198|GO:0005509|GO:0005737|GO:0005882|GO:0005886|GO:0008017|GO:0030056|GO:0031122|GO:0042060|GO:0045104
A0A7M7L2M7	A0A7M7L2M7	A0A7M7L2M7	GO:0000492|GO:0005737|GO:0006364|GO:0097255|GO:1990904
A0A7M7L2N1	A0A7M7L2N1	A0A7M7L2N1	GO:0005886
A0A7M7L2N3	A0A7M7L2N3	A0A7M7L2N3	GO:0005739|GO:0006869|GO:0008289|GO:0016020|GO:0044233|GO:0046872|GO:0051560|GO:1990456
A0A7M7L2N4	A0A7M7L2N4	A0A7M7L2N4	GO:0004714|GO:0005524|GO:0005886|GO:0007169|GO:0043235
A0A7M7L2N6	A0A7M7L2N6	A0A7M7L2N6	GO:0005198|GO:0005509|GO:0005737|GO:0005882|GO:0005886|GO:0008017|GO:0030056|GO:0031122|GO:0042060|GO:0045104
A0A7M7L2P1	A0A7M7L2P1	A0A7M7L2P1	GO:0000978|GO:0000981|GO:0005634
A0A7M7L2P6	A0A7M7L2P6	A0A7M7L2P6	GO:0005737|GO:0005912|GO:0014069|GO:0016323|GO:0019901|GO:0030154|GO:0043113|GO:0045197|GO:0045211|GO:0098609|GO:0098887|GO:0098968
A0A7M7L2Q0	A0A7M7L2Q0	A0A7M7L2Q0	GO:0000226|GO:0000287|GO:0005524|GO:0005737|GO:0007283|GO:0030154|GO:0035556|GO:0050321
A0A7M7L2Q1	A0A7M7L2Q1	A0A7M7L2Q1	GO:0005432|GO:0005516|GO:0007154|GO:0030424|GO:0042383|GO:0046872|GO:0098703|GO:0098794
A0A7M7L2Q9	A0A7M7L2Q9	A0A7M7L2Q9	GO:0005635|GO:0005737|GO:0006606|GO:0031267
A0A7M7L2S3	A0A7M7L2S3	A0A7M7L2S3	GO:0005886|GO:0007156|GO:0007411|GO:0030424|GO:0042802|GO:0070593|GO:0098632
A0A7M7L2T1	A0A7M7L2T1	A0A7M7L2T1	GO:0000166|GO:0001653|GO:0004016|GO:0004383|GO:0005886|GO:0007168|GO:0035556
A0A7M7L2T2	A0A7M7L2T2	A0A7M7L2T2	GO:0007155|GO:0016020|GO:0042802|GO:0048812
A0A7M7L2U0	A0A7M7L2U0	A0A7M7L2U0	GO:0005886|GO:0048812|GO:0098609
A0A7M7L2U1	A0A7M7L2U1	A0A7M7L2U1	GO:0004768|GO:0005506|GO:0005789|GO:0006636
A0A7M7L2U2	A0A7M7L2U2	A0A7M7L2U2	GO:0007155|GO:0016020|GO:0042802|GO:0048812
A0A7M7L2U4	A0A7M7L2U4	A0A7M7L2U4	GO:0005164|GO:0005778|GO:0006513|GO:0008270|GO:0016235|GO:0031625|GO:0051865|GO:0061630|GO:0070842
A0A7M7L2U7	A0A7M7L2U7	A0A7M7L2U7	GO:0004768|GO:0005506|GO:0005789|GO:0006636
A0A7M7L2U9	A0A7M7L2U9	A0A7M7L2U9	GO:0005516|GO:0030431|GO:0033192|GO:0046872|GO:0097720
A0A7M7L2V9	A0A7M7L2V9	A0A7M7L2V9	GO:0005886|GO:0007156|GO:0007411|GO:0030424|GO:0042802|GO:0070593|GO:0098632
A0A7M7L2W0	A0A7M7L2W0	A0A7M7L2W0	GO:0002009|GO:0004715|GO:0005524
A0A7M7L2W8	A0A7M7L2W8	A0A7M7L2W8	GO:0003723|GO:0005634
A0A7M7L2W9	A0A7M7L2W9	A0A7M7L2W9	GO:0003755|GO:0005739|GO:0006457|GO:0016018
A0A7M7L2X0	A0A7M7L2X0	A0A7M7L2X0	GO:0005856|GO:0030036|GO:0051015
A0A7M7L2X3	A0A7M7L2X3	A0A7M7L2X3	GO:0000014|GO:0000729|GO:0000793|GO:0003690|GO:0003697|GO:0005634|GO:0006303|GO:0015074|GO:0031297|GO:0035861|GO:0042800|GO:0044547|GO:0044774|GO:0046975
A0A7M7L2X6	A0A7M7L2X6	A0A7M7L2X6	GO:0000166|GO:0001653|GO:0004016|GO:0004383|GO:0005886|GO:0007168|GO:0035556
A0A7M7L2X7	A0A7M7L2X7	A0A7M7L2X7	GO:0005789|GO:0006888|GO:0009306|GO:0035459|GO:0070971
A0A7M7L2X8	A0A7M7L2X8	A0A7M7L2X8	GO:0000978|GO:0000981|GO:0005634|GO:0007399|GO:0008270|GO:0030154|GO:0035107|GO:0048513
A0A7M7L2Y2	A0A7M7L2Y2	A0A7M7L2Y2	GO:0003677|GO:0005634|GO:0006355|GO:0008170|GO:0008270|GO:0008276|GO:0008757
A0A7M7L2Y3	A0A7M7L2Y3	A0A7M7L2Y3	GO:0005576|GO:0005856|GO:0006869|GO:0007165|GO:0008289|GO:0016020|GO:0042157
